Date,Adj Close,Close,High,Low,Open,Volume
2025-01-02,489.41143798828125,525.0,525.0,492.0,496.0,36661200
2025-01-03,489.41143798828125,525.0,535.0,520.0,530.0,15034500
2025-01-06,512.7167358398438,550.0,550.0,525.0,535.0,26429000
2025-01-07,489.41143798828125,525.0,555.0,520.0,550.0,19107400
2025-01-08,489.41143798828125,525.0,530.0,510.0,525.0,13040600
2025-01-09,484.7503662109375,520.0,545.0,510.0,520.0,18362900
2025-01-10,489.41143798828125,525.0,535.0,515.0,520.0,10956400
2025-01-13,466.1061096191406,500.0,525.0,500.0,525.0,23854600
2025-01-14,503.39459228515625,540.0,545.0,492.0,500.0,47796900
2025-01-15,526.6998901367188,565.0,630.0,550.0,555.0,235198900
2025-01-16,498.7335510253906,535.0,575.0,530.0,570.0,63571500
2025-01-17,503.39459228515625,540.0,550.0,530.0,535.0,27796900
2025-01-20,512.7167358398438,550.0,580.0,530.0,545.0,53083000
2025-01-21,522.0388793945312,560.0,575.0,550.0,560.0,36348500
2025-01-22,517.3778076171875,555.0,570.0,555.0,560.0,17144400
2025-01-23,517.3778076171875,555.0,575.0,555.0,560.0,18365100
2025-01-24,503.39459228515625,540.0,555.0,540.0,555.0,12708900
2025-01-30,536.0220336914062,575.0,580.0,535.0,535.0,28975900
2025-01-31,526.6998901367188,565.0,580.0,560.0,575.0,28786600
2025-02-03,498.7335510253906,535.0,565.0,525.0,565.0,34860500
2025-02-04,512.7167358398438,550.0,565.0,540.0,540.0,23003000
2025-02-05,531.3609619140625,570.0,575.0,545.0,555.0,27918500
2025-02-06,536.0220336914062,575.0,595.0,550.0,575.0,30568500
2025-02-07,550.0051879882812,590.0,595.0,555.0,575.0,47680200
2025-02-10,536.0220336914062,575.0,610.0,575.0,590.0,57891000
2025-02-11,540.68310546875,580.0,595.0,560.0,575.0,50135000
2025-02-12,559.3273315429688,600.0,610.0,575.0,580.0,66693400
2025-02-13,573.3104858398438,615.0,625.0,590.0,610.0,55865600
2025-02-14,577.9714965820312,620.0,635.0,610.0,620.0,42882900
2025-02-17,568.6494140625,610.0,635.0,610.0,620.0,37144700
2025-02-18,582.632568359375,625.0,625.0,595.0,610.0,30507200
2025-02-19,587.293701171875,630.0,650.0,620.0,625.0,49315300
2025-02-20,596.6157836914062,640.0,645.0,625.0,630.0,16170700
2025-02-21,596.6157836914062,640.0,645.0,615.0,645.0,20403200
2025-02-24,596.6157836914062,640.0,650.0,620.0,640.0,18842100
2025-02-25,517.3778076171875,555.0,665.0,555.0,640.0,112812800
2025-02-26,517.3778076171875,555.0,570.0,510.0,555.0,140603700
2025-02-27,526.6998901367188,565.0,565.0,525.0,555.0,40748300
2025-02-28,508.0556640625,545.0,565.0,525.0,545.0,54229800
2025-03-03,522.0388793945312,560.0,565.0,540.0,550.0,46802200
2025-03-04,503.39459228515625,540.0,560.0,530.0,560.0,20301300
2025-03-05,512.7167358398438,550.0,550.0,530.0,540.0,21294300
2025-03-06,536.0220336914062,575.0,585.0,550.0,555.0,33028300
