Date,Adj Close,Close,High,Low,Open,Volume
2025-01-02,1716.0474853515625,1885.0,1945.0,1865.0,1940.0,17134600
2025-01-03,1706.9437255859375,1875.0,1900.0,1850.0,1895.0,8630500
2025-01-06,1684.1845703125,1850.0,1895.0,1850.0,1875.0,6667400
2025-01-07,1706.9437255859375,1875.0,1890.0,1780.0,1850.0,11338900
2025-01-08,1670.5289306640625,1835.0,1885.0,1830.0,1870.0,13679800
2025-01-09,1652.321533203125,1815.0,1855.0,1815.0,1850.0,4686000
2025-01-10,1670.5289306640625,1835.0,1875.0,1810.0,1815.0,4682300
2025-01-13,1702.391845703125,1870.0,1875.0,1830.0,1835.0,5280000
2025-01-14,1697.8399658203125,1865.0,1945.0,1850.0,1880.0,25253600
2025-01-15,1706.9437255859375,1875.0,1905.0,1830.0,1880.0,19051900
2025-01-16,1684.1845703125,1850.0,1895.0,1850.0,1875.0,10512500
2025-01-17,1688.7364501953125,1855.0,1940.0,1855.0,1855.0,22384500
2025-01-20,1779.7734375,1955.0,1980.0,1870.0,1870.0,23508000
2025-01-21,1757.0140380859375,1930.0,1980.0,1890.0,1960.0,15915300
2025-01-22,1734.2548828125,1905.0,2110.0,1900.0,1960.0,89520000
2025-01-23,1706.9437255859375,1875.0,1925.0,1870.0,1920.0,33752300
2025-01-24,1838.947509765625,2020.0,2050.0,1870.0,1875.0,45289000
2025-01-30,1820.739990234375,2000.0,2070.0,1965.0,2060.0,25767700
2025-01-31,1816.1881103515625,1995.0,2100.0,1985.0,2000.0,35960700
2025-02-03,1820.739990234375,2000.0,2000.0,1925.0,1985.0,23685000
2025-02-04,1848.051025390625,2030.0,2080.0,1990.0,2000.0,21652800
2025-02-05,1902.67333984375,2090.0,2100.0,2030.0,2100.0,20379800
2025-02-06,1875.3623046875,2060.0,2100.0,2030.0,2100.0,7906000
2025-02-07,1893.569580078125,2080.0,2080.0,2000.0,2060.0,10777800
2025-02-10,1920.8807373046875,2110.0,2230.0,2080.0,2080.0,42146900
2025-02-11,1875.3623046875,2060.0,2130.0,2000.0,2120.0,18027800
2025-02-12,1866.258544921875,2050.0,2100.0,2050.0,2060.0,9087100
2025-02-13,1893.569580078125,2080.0,2080.0,2000.0,2050.0,12834500
2025-02-14,1802.5325927734375,1980.0,2100.0,1975.0,2080.0,18090400
2025-02-17,1797.980712890625,1975.0,1995.0,1950.0,1980.0,11127600
2025-02-18,1816.1881103515625,1995.0,2030.0,1975.0,1975.0,8313000
2025-02-19,1793.4288330078125,1970.0,2040.0,1955.0,2010.0,12982700
2025-02-20,1811.6363525390625,1990.0,2000.0,1970.0,1970.0,9873500
2025-02-21,1788.8770751953125,1965.0,2000.0,1955.0,2000.0,7238100
2025-02-24,1797.980712890625,1975.0,2010.0,1950.0,1965.0,12870000
2025-02-25,1797.980712890625,1975.0,1995.0,1960.0,1980.0,17211800
2025-02-26,1757.0140380859375,1930.0,2010.0,1890.0,1985.0,22809400
2025-02-27,1725.1512451171875,1895.0,1945.0,1860.0,1930.0,22173200
2025-02-28,1697.8399658203125,1865.0,1905.0,1840.0,1895.0,21452300
2025-03-03,1838.947509765625,2020.0,2020.0,1930.0,1940.0,55958100
2025-03-04,1838.947509765625,2020.0,2080.0,1970.0,2010.0,34305600
2025-03-05,1920.8807373046875,2110.0,2130.0,2020.0,2020.0,27861800
