Date,Adj Close,Close,High,Low,Open,Volume
2025-01-02,1340.0684814453125,1360.0,1410.0,1355.0,1410.0,7525100
2025-01-03,1325.288330078125,1345.0,1375.0,1345.0,1370.0,9256300
2025-01-06,1340.0684814453125,1360.0,1385.0,1345.0,1345.0,14025400
2025-01-07,1349.921875,1370.0,1385.0,1350.0,1375.0,7093700
2025-01-08,1340.0684814453125,1360.0,1380.0,1355.0,1370.0,11772200
2025-01-09,1344.9952392578125,1365.0,1385.0,1350.0,1355.0,7213600
2025-01-10,1325.288330078125,1345.0,1385.0,1340.0,1370.0,5657800
2025-01-13,1320.361572265625,1340.0,1360.0,1330.0,1340.0,8875000
2025-01-14,1310.5081787109375,1330.0,1355.0,1330.0,1345.0,5033500
2025-01-15,1349.921875,1370.0,1390.0,1340.0,1340.0,7804800
2025-01-16,1340.0684814453125,1360.0,1385.0,1345.0,1370.0,19360400
2025-01-17,1349.921875,1370.0,1370.0,1350.0,1360.0,15349800
2025-01-20,1335.141845703125,1355.0,1400.0,1350.0,1370.0,19475100
2025-01-21,1305.5814208984375,1325.0,1375.0,1320.0,1375.0,12417900
2025-01-22,1335.141845703125,1355.0,1375.0,1345.0,1345.0,18433800
2025-01-23,1344.9952392578125,1365.0,1375.0,1355.0,1355.0,5038800
2025-01-24,1315.4349365234375,1335.0,1370.0,1335.0,1365.0,8457700
2025-01-30,1320.361572265625,1340.0,1370.0,1340.0,1355.0,5591200
2025-01-31,1266.167724609375,1285.0,1345.0,1285.0,1340.0,14989200
2025-02-03,1261.240966796875,1280.0,1310.0,1270.0,1290.0,5620300
2025-02-04,1231.6806640625,1250.0,1285.0,1240.0,1275.0,16101300
2025-02-05,1172.56005859375,1190.0,1260.0,1155.0,1255.0,31856500
2025-02-06,1231.6806640625,1250.0,1275.0,1200.0,1215.0,19030800
2025-02-07,1280.9478759765625,1300.0,1315.0,1255.0,1260.0,13074500
2025-02-10,1280.9478759765625,1300.0,1320.0,1285.0,1300.0,14456100
2025-02-11,1256.314208984375,1275.0,1305.0,1250.0,1300.0,9834000
2025-02-12,1261.240966796875,1280.0,1305.0,1250.0,1275.0,7118100
2025-02-13,1276.0211181640625,1295.0,1310.0,1260.0,1280.0,7168100
2025-02-14,1192.266845703125,1210.0,1310.0,1200.0,1300.0,19393300
2025-02-17,1192.266845703125,1210.0,1230.0,1180.0,1210.0,13438700
2025-02-18,1369.62890625,1390.0,1415.0,1215.0,1220.0,29989500
2025-02-19,1359.7755126953125,1380.0,1410.0,1345.0,1400.0,17540400
2025-02-20,1369.62890625,1390.0,1390.0,1350.0,1380.0,13034400
2025-02-21,1409.0426025390625,1430.0,1480.0,1395.0,1400.0,37335200
2025-02-24,1458.309814453125,1480.0,1505.0,1430.0,1430.0,18252300
2025-02-25,1428.74951171875,1450.0,1495.0,1445.0,1480.0,25615000
2025-02-26,1443.52978515625,1465.0,1500.0,1450.0,1460.0,28221100
2025-02-27,1438.6029052734375,1460.0,1520.0,1445.0,1475.0,17473600
2025-02-28,1413.9693603515625,1435.0,1455.0,1400.0,1450.0,26263800
2025-03-03,1399.189208984375,1420.0,1440.0,1370.0,1410.0,27816600
2025-03-04,1359.7755126953125,1380.0,1420.0,1350.0,1410.0,29345100
2025-03-05,1404.1158447265625,1425.0,1440.0,1370.0,1380.0,20774500
2025-03-06,1413.9693603515625,1435.0,1495.0,1435.0,1450.0,8865500
2025-03-07,1433.6761474609375,1455.0,1510.0,1435.0,1435.0,13530300
2025-03-10,1458.309814453125,1480.0,1490.0,1440.0,1455.0,8945800
2025-03-11,1443.52978515625,1465.0,1495.0,1420.0,1480.0,11282000
2025-03-12,1537.137451171875,1560.0,1595.0,1470.0,1470.0,19075300
2025-03-13,1473.090087890625,1495.0,1560.0,1485.0,1560.0,17884300
2025-03-14,1478.0167236328125,1500.0,1510.0,1445.0,1490.0,6231900
2025-03-17,1438.6029052734375,1460.0,1525.0,1460.0,1500.0,17728000
2025-03-18,1320.361572265625,1340.0,1480.0,1280.0,1460.0,69490700
2025-03-19,1310.5081787109375,1330.0,1360.0,1300.0,1340.0,14459800
2025-03-20,1266.167724609375,1285.0,1330.0,1265.0,1330.0,26715200
2025-03-21,1231.6806640625,1250.0,1315.0,1245.0,1300.0,58155900
2025-03-24,1241.5340576171875,1260.0,1295.0,1250.0,1250.0,53474500
2025-03-25,1285.8746337890625,1305.0,1340.0,1225.0,1260.0,67928000
