text-small,attach-card href,f-m-20,f-m-20 2,d-iblock href,d-iblock,d-iblock href 2,d-iblock 2
"08 Agt 2025
					21:04:40",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/4e3f5e30ac_fc2c8b631a.pdf,Laporan Bulanan Registrasi Pemegang Efek [],AADI,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/08df3d4367_2a71f95a34.pdf,20250804_AADI_Laporan Bulanan Registrasi Pemegang Efek/Perubahan Struktur Pemegang Saham_31929976_lamp1.pdf,,
"12 Agt 2025
					19:42:48",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/aab7a16298_83e31af871.pdf,Penjelasan atas Pemberitaan Media Massa [],AADI,,,,
"29 Agt 2025
					16:00:24",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/20250829160945-57390-0/FinancialStatement-2025-II-AADI.pdf,Penyampaian Laporan Keuangan Interim Yang Ditelaah Secara Terbatas [],AADI,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/20250829160945-57390-0/Checklist%20Pengungkapan%20LK%20AADI%2030%20Juni%202025.pdf,Checklist Pengungkapan LK AADI 30 Juni 2025.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/20250829160945-57390-0/Director%20Statement%20AADI%2030%20June%202025.pdf,Director Statement AADI 30 June 2025.pdf
"06 Agt 2025
					17:18:43",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/1841f6dd31_371b92af02.pdf,Laporan Bulanan Registrasi Pemegang Efek [],ACES,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/4d1e56bef5_3a470ce80d.pdf,20250806_ACES_Laporan Bulanan Registrasi Pemegang Efek/Perubahan Struktur Pemegang Saham_31930897_lamp1.pdf,,
"05 Agt 2025
					16:12:54",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/56549a89bd_cff8673cd7.pdf,Perubahan Alamat/Nomor Telepon/Fax/E-Mail/Website/NPWP/NPKP [],ADMR,,,,
"08 Agt 2025
					18:55:18",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/086ac468bd_0be6723328.pdf,Laporan Bulanan Registrasi Pemegang Efek [],ADMR,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/d0610811b9_1ca80244b5.pdf,20250806_ADMR_Laporan Bulanan Registrasi Pemegang Efek/Perubahan Struktur Pemegang Saham_31930844_lamp1.pdf,,
"12 Agt 2025
					20:28:59",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/4555f6bd2d_118645fa75.pdf,Penjelasan atas Pemberitaan Media Massa [],ADMR,,,,
"29 Agt 2025
					21:33:32",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202509/20250902162007-57445-0/FinancialStatement-2025-II-ADMR.pdf,Penyampaian Laporan Keuangan Interim Yang Ditelaah Secara Terbatas [],ADMR,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202509/20250902162007-57445-0/ADMR%20-%20Kenaikan%20Liabilitas%20Juni%202025.pdf,ADMR - Kenaikan Liabilitas Juni 2025.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202509/20250902162007-57445-0/ADMR%20-%20Laporan%20Keuangan%20Konsolidasian%2030%20Juni%202025.pdf,ADMR - Laporan Keuangan Konsolidasian 30 Juni 2025.pdf
"08 Agt 2025
					16:14:17",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/bc72dd5009_7b59c4d5f3.pdf,Laporan Bulanan Registrasi Pemegang Efek [],ADRO,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/074b831d62_9274f53f77.pdf,20250808_ADRO_Laporan Bulanan Registrasi Pemegang Efek/Perubahan Struktur Pemegang Saham_31931660_lamp3.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/581d93847a_d5d826176d.pdf,20250808_ADRO_Laporan Bulanan Registrasi Pemegang Efek/Perubahan Struktur Pemegang Saham_31931660_lamp1.pdf
"08 Agt 2025
					20:04:47",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/2138967fcc_04e4cd847a.pdf,Laporan Bulanan Registrasi Pemegang Efek (KOREKSI) [],ADRO,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/090af5d01f_57529614e5.pdf,20250808_ADRO_Laporan Bulanan Registrasi Pemegang Efek/Perubahan Struktur Pemegang Saham_31931867_lamp1.pdf,,
"12 Agt 2025
					20:24:46",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/31ded4d662_9f70de9de9.pdf,Penjelasan atas Pemberitaan Media Massa [],ADRO,,,,
"26 Agt 2025
					16:31:58",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/38d1498add_b4d8777475.pdf,Pencatatan Saham [],ADRO,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/c4c4b9f212_73b53fecf9.pdf,20250825_ADRO_Pencatatan Saham Tambahan dari Konversi_31934839_lamp1.pdf,,
"29 Agt 2025
					19:22:06",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/20250829192604-57439-0/FinancialStatement-2025-II-ADRO.pdf,Penyampaian Laporan Keuangan Interim Yang Ditelaah Secara Terbatas [],ADRO,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/20250829192604-57439-0/AlamTri%200625%20-%20consolidated%20financial%20statements.pdf,AlamTri 0625 - consolidated financial statements.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/20250829192604-57439-0/AlamTri%200625%20OJK%20checklist.pdf,AlamTri 0625 OJK checklist.pdf
"29 Agt 2025
					19:24:02",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/762725a847_a564358936.pdf,Penjelasan atas Volatilitas Transaksi [],ADRO,,,,
"06 Agt 2025
					16:50:44",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/bc2b77f100_1d5d8687c6.pdf,Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka [],AKRA,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/26bad4ea45_a7907aa94b.pdf,20250806_AKRA_Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka_31930869_lamp1.pdf,,
"06 Agt 2025
					16:51:21",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/af75f976f2_597afaab26.pdf,Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka [],AKRA,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/f3edd09802_66af69a57f.pdf,20250806_AKRA_Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka_31930875_lamp1.pdf,,
"06 Agt 2025
					16:52:18",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/a3a6e574ed_3345591930.pdf,Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka [],AKRA,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/e024a5baed_493bf40aef.pdf,20250806_AKRA_Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka_31930877_lamp1.pdf,,
"06 Agt 2025
					16:52:55",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/f28e560ada_3d475bfba6.pdf,Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka [],AKRA,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/547aec27cd_cbcc89093c.pdf,20250806_AKRA_Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka_31930882_lamp1.pdf,,
"06 Agt 2025
					16:59:30",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/aaff83aeac_2ebc0a8087.pdf,Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka [],AKRA,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/1084c1db0e_e0854e4d8c.pdf,20250806_AKRA_Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka_31930886_lamp1.pdf,,
"06 Agt 2025
					17:13:02",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/1e1af32537_50e7763505.pdf,Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka [],AKRA,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/8663f2a6de_33521ecd04.pdf,20250806_AKRA_Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka_31930894_lamp1.pdf,,
"06 Agt 2025
					17:14:07",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/77df895660_d11d219b3f.pdf,Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka [],AKRA,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/ff66351024_9f4952d152.pdf,20250806_AKRA_Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka_31930896_lamp1.pdf,,
"06 Agt 2025
					17:15:33",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/85772cff0d_e865239867.pdf,Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka [],AKRA,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/8f311a6986_898245731f.pdf,20250806_AKRA_Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka_31930899_lamp1.pdf,,
"08 Agt 2025
					16:15:35",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/8fab3fe598_da1138d588.pdf,Laporan Bulanan Registrasi Pemegang Efek [],AKRA,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/b4062e925f_52ca5e82c7.pdf,20250808_AKRA_Laporan Bulanan Registrasi Pemegang Efek/Perubahan Struktur Pemegang Saham_31931769_lamp1.pdf,,
"25 Agt 2025
					15:30:01",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/ed4ab49720_28e8e2cff5.pdf,Rencana Penyelenggaraan Public Expose - Tahunan [],AKRA,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/63563de5fd_d7db8ea35f.pdf,20250825_AKRA_Public Expose_31934887_lamp1.pdf,,
"07 Agt 2025
					17:29:57",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/56338602c9_f610430c51.pdf,Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka [],AMMN,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/6927135705_e975a6a972.pdf,20250807_AMMN_Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka_31931311_lamp1.pdf,,
"07 Agt 2025
					18:01:17",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/b33810d261_4a8a5b6d75.pdf,Laporan Bulanan Registrasi Pemegang Efek [],AMMN,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/2f58c1d389_4d4cd114e5.pdf,20250807_AMMN_Laporan Bulanan Registrasi Pemegang Efek/Perubahan Struktur Pemegang Saham_31931199_lamp2.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/666ab72bd3_b896da348d.pdf,20250807_AMMN_Laporan Bulanan Registrasi Pemegang Efek/Perubahan Struktur Pemegang Saham_31931199_lamp1.pdf
"13 Agt 2025
					16:26:43",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/4cf8c32e2a_5ed48c6166.pdf,Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka [],AMMN,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/0d9a8655a5_d3bc80f24a.pdf,20250813_AMMN_Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka_31932622_lamp1.pdf,,
"14 Agt 2025
					18:29:31",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/03c895c231_852fde5282.pdf,Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka [],AMMN,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/26ba02ab78_fb6a022a90.pdf,20250814_AMMN_Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka_31932949_lamp1.pdf,,
"15 Agt 2025
					19:11:42",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/bfb9cc5e55_cffb4ab046.pdf,Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka [],AMMN,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/61590aa63f_15e1438a3d.pdf,20250815_AMMN_Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka_31933431_lamp1.pdf,,
"29 Agt 2025
					17:00:42",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/ee81a020ab_d106cf6671.pdf,Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka [],AMMN,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/c6316410d3_5a968415ff.pdf,20250828_AMMN_Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka_31935637_lamp1.pdf,,
"29 Agt 2025
					17:02:27",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/21570264d8_29aad48dcb.pdf,Penjelasan atas Volatilitas Transaksi [],AMMN,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/a389ce3843_fad3cb7adf.pdf,20250829_AMMN_Tanggapan atas Permintaan Penjelasan Bursa_31935898_lamp1.pdf,,
"07 Agt 2025
					09:54:51",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/a653168ba9_92ac0061a6.pdf,Laporan Bulanan Registrasi Pemegang Efek [],AMRT,,,,
"04 Agt 2025
					08:19:53",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/f750b2e42a_87f1dcfce8.pdf,Transaksi Material Tanpa Persetujuan RUPS [],ANTM,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/0bbad6a753_0082aa6464.pdf,20250804_ANTM_Transaksi Material Tanpa Persetujuan RUPS_31929612_lamp2.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/ce20f94309_6b1da8ebde.pdf,20250804_ANTM_Transaksi Material Tanpa Persetujuan RUPS_31929612_lamp1.pdf
"06 Agt 2025
					09:35:32",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/e0611833a7_eff557d950.pdf,Laporan Bulanan Registrasi Pemegang Efek [],ANTM,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/5845b8288a_e3c7f77647.pdf,20250806_ANTM_Laporan Bulanan Registrasi Pemegang Efek/Perubahan Struktur Pemegang Saham_31930600_lamp1.pdf,,
"07 Agt 2025
					17:46:29",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/ff439ee8fa_6e3046fe3b.pdf,ANTAM Luncurkan Emas Edisi Khusus Simfoni Ibu Pertiwi [],ANTM,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/18b1edaf98_49e672a78d.pdf,20250807_ANTM_Laporan Informasi dan Fakta Material_31931429_lamp1.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/496fce1f78_c509192d08.pdf,20250807_ANTM_Laporan Informasi dan Fakta Material_31931429_lamp2.pdf
"08 Agt 2025
					17:55:00",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/19270ccab1_53724af898.pdf,ANTAM Dukung Perlindungan dan Pengelolaan Ekosistem Mangrove di Kalimantan Barat [],ANTM,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/136e550204_f419576372.pdf,20250808_ANTM_Laporan Informasi dan Fakta Material_31931859_lamp1.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/90cd032b0e_14bf8356c6.pdf,20250808_ANTM_Laporan Informasi dan Fakta Material_31931859_lamp2.pdf
"27 Agt 2025
					18:47:58",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/55b88a1696_02b85bf125.pdf,Rencana Penyelenggaraan Public Expose - Tahunan [],ANTM,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/e8521961dd_842ce40918.pdf,20250827_ANTM_Public Expose_31935574_lamp1.pdf,,
"29 Agt 2025
					17:09:42",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/2c9307034b_88ff3608dc.pdf,Penyampaian Laporan Keuangan Konsolidasian Interim untuk Tanggal dan Periode Enam Bulan yang Berakhir pada 30 Juni 2025 dan 30 Juni 2024 (Limited Review)  [],ANTM,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/6194771cba_1297ebc0a9.pdf,20250829_ANTM_Laporan Informasi dan Fakta Material_31936020_lamp3.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/77ccd874be_23d0077087.pdf,20250829_ANTM_Laporan Informasi dan Fakta Material_31936020_lamp2.pdf
"29 Agt 2025
					18:21:50",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/5da9672fad_baa116a737.pdf,"Laba ANTAM Meningkat 240% di Semester I 2025, Nikel dan Emas Jadi Pendorong Utama []",ANTM,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/99e3cfb361_1e4a63bc05.pdf,20250829_ANTM_Laporan Informasi dan Fakta Material_31936055_lamp2.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/ad20987aef_033ac96bdf.pdf,20250829_ANTM_Laporan Informasi dan Fakta Material_31936055_lamp1.pdf
"29 Agt 2025
					20:43:52",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/20250829204858-57447-0/FinancialStatement-2025-II-ANTM.pdf,Penyampaian Laporan Keuangan Interim Yang Ditelaah Secara Terbatas [],ANTM,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/20250829204858-57447-0/3996%20-%20OJK%20-%20Surat%20Penyampaian%20LK%201H25.pdf,3996 - OJK - Surat Penyampaian LK 1H25.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/20250829204858-57447-0/3999%20-%20IDX%20-%20Surat%20Penyampaian%20LK%201H25.pdf,3999 - IDX - Surat Penyampaian LK 1H25.pdf
"01 Agt 2025
					16:50:23",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/e3aa3a1d1b_d2f4f64b18.pdf,Informasi atau Fakta Material lainnya. [],ARTO,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/874f3dd27b_fb9f3b45f3.pdf,20250801_ARTO_Laporan Informasi dan Fakta Material_31929475_lamp2.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/ac7f307936_6b5c8b60b8.pdf,20250801_ARTO_Laporan Informasi dan Fakta Material_31929475_lamp1.pdf
"01 Agt 2025
					16:50:42",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/f92c307203_9dac040f89.pdf,Penyampaian Bukti Iklan Informasi Laporan Keuangan Interim [],ARTO,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/6586bad081_923e7386a0.pdf,20250725_ARTO_Penyampaian Bukti Iklan_31917454_lamp1.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/7844273118_2e222c9b4b.pdf,20250725_ARTO_Penyampaian Bukti Iklan_31917454_lamp2.pdf
"06 Agt 2025
					16:53:43",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/85841fcbf5_3abb50dd83.pdf,Laporan Bulanan Registrasi Pemegang Efek [],ARTO,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/b1d6388cc1_2e79a38669.pdf,20250806_ARTO_Laporan Bulanan Registrasi Pemegang Efek/Perubahan Struktur Pemegang Saham_31930665_lamp2.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/eb0e191392_c0abe9bfb3.pdf,20250806_ARTO_Laporan Bulanan Registrasi Pemegang Efek/Perubahan Struktur Pemegang Saham_31930665_lamp1.pdf
"22 Agt 2025
					15:37:22",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/5a6501b425_f19acd3f6e.pdf,Penjelasan atas Volatilitas Transaksi [],ARTO,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/1154c1e768_a1e72d6176.pdf,20250822_ARTO_Tanggapan atas Permintaan Penjelasan Bursa_31934496_lamp1.pdf,,
"27 Agt 2025
					19:41:59",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/fa219b16e0_b5224d7546.pdf,Rencana Penyelenggaraan Public Expose - Tahunan [],ARTO,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/88259341ca_8bb1cdcaaf.pdf,20250827_ARTO_Public Expose_31935446_lamp1.pdf,,
"01 Agt 2025
					17:06:50",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/dcaef8bc59_d8abcfb4ba.pdf,Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka [],ASII,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/d51afa9315_c8db969a70.pdf,20250801_ASII_Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka_31929423_lamp1.pdf,,
"07 Agt 2025
					16:41:55",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/e8e3c5ef22_24ad0cde02.pdf,Laporan Bulanan Registrasi Pemegang Efek [],ASII,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/ce8742f014_0277d324cf.pdf,20250804_ASII_Laporan Bulanan Registrasi Pemegang Efek/Perubahan Struktur Pemegang Saham_31929807_lamp1.pdf,,
"13 Agt 2025
					17:00:24",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/00316dbc93_75ff9a9f82.pdf,Rencana Penyelenggaraan Public Expose - Tahunan [],ASII,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/5d3c9e4d72_0ac428b754.pdf,20250813_ASII_Public Expose_31932760_lamp1.pdf,,
"22 Agt 2025
					09:30:38",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/87427ea638_6175b7c8ce.pdf,Penyampaian Materi Public Expose - Tahunan [],ASII,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/0e1ea76813_2931e86da1.pdf,20250822_ASII_Public Expose_31934440_lamp2.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/8333853cce_64f4fdcbbc.pdf,20250822_ASII_Public Expose_31934440_lamp1.pdf
"06 Agt 2025
					11:01:08",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/7d5b91c145_f727e977e6.pdf,Laporan Bulanan Registrasi Pemegang Efek [],BBCA,,,,
