text-small,attach-card href,f-m-20,f-m-20 2,d-iblock href,d-iblock,d-iblock href 2,d-iblock 2
"07 Agt 2025
					15:34:41",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/8345a6712e_baf7f2e0ed.pdf,Kode Efek Waran Terstruktur PT KGI Sekuritas Indonesia (HD) [],,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/75bb07bf06_957fbb5403.pdf,20250807_Pengumuman Bursa_31931267_lamp1.pdf,,
"07 Agt 2025
					15:39:17",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/54be2a17a7_94d517d8c8.pdf,Kode Efek Waran Terstruktur PT Korea Investment and Sekuritas Indonesia (BQ) [],,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/17eca51445_2f9f086164.pdf,20250807_Pengumuman Bursa_31931262_lamp1.pdf,,
"08 Agt 2025
					17:46:28",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/08f71a5400_8b1bd5d629.pdf,Pencabutan Efek Bersifat Ekuitas Dari Pemantauan Khusus [],,,,,
"11 Agt 2025
					16:14:44",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/ea309eaa33_236410d9cd.pdf,Pencabutan Efek Bersifat Ekuitas Dari Pemantauan Khusus [],,,,,
"11 Agt 2025
					16:18:04",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/1924316980_95d6952234.pdf,Efek Bersifat Ekuitas Dalam Pemantauan Khusus [],,,,,
"12 Agt 2025
					16:18:24",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/c23c7bcdac_2500ea7a06.pdf,Perubahan Efek Bersifat Ekuitas Dalam Pemantauan Khusus [],,,,,
"12 Agt 2025
					16:19:19",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/91af43e405_cbfbd22644.pdf,Efek Bersifat Ekuitas Dalam Pemantauan Khusus [],,,,,
"13 Agt 2025
					16:03:07",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/996a44c87e_e0a23a040d.pdf,Perubahan Efek Bersifat Ekuitas Dalam Pemantauan Khusus [],,,,,
"14 Agt 2025
					16:57:50",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/68f1b4d322_d828cca593.pdf,Pencabutan Efek Bersifat Ekuitas Dari Pemantauan Khusus [],,,,,
"14 Agt 2025
					17:00:09",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/ebc40bd1e2_54fd355bfd.pdf,Efek Bersifat Ekuitas Dalam Pemantauan Khusus [],,,,,
"15 Agt 2025
					14:23:41",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/503750b37a_15077e0404.pdf,Pembukaan Penghentian Sementara Perdagangan Efek [],,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/ec0ab4408d_be31903c8f.pdf,20250815_Suspensi dan Pembukaan Suspensi_31933305_lamp1.pdf,,
"19 Agt 2025
					09:18:26",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/73ca26b0e6_287dab5e2a.pdf,Sanksi atas Penyampaian Laporan Keuangan Interim per 30 Juni 2025 [],,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/554a17e288_b02e6c25f7.pdf,20250818_Pengumuman Bursa_31933485_lamp1.pdf,,
"19 Agt 2025
					17:39:25",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/004c9f10b1_bed6c40d70.pdf,Efek Bersifat Ekuitas Dalam Pemantauan Khusus [],,,,,
"20 Agt 2025
					16:50:15",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/1fb3c95947_99d856ee71.pdf,Pencabutan Efek Bersifat Ekuitas Dari Pemantauan Khusus [],,,,,
"21 Agt 2025
					17:29:55",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/482d5c21a6_167cadb2c1.pdf,Pencabutan Efek Bersifat Ekuitas Dari Pemantauan Khusus [],,,,,
"21 Agt 2025
					17:30:36",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/d57a65c6d3_e664e6e002.pdf,Efek Bersifat Ekuitas Dalam Pemantauan Khusus [],,,,,
"22 Agt 2025
					15:54:52",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/cde1003be4_60cf7ebafb.pdf,Perubahan Efek Bersifat Ekuitas Dalam Pemantauan Khusus [],,,,,
"22 Agt 2025
					16:03:29",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/5e6f2083f5_f225319d5f.pdf,Perubahan Efek Bersifat Ekuitas Dalam Pemantauan Khusus [],,,,,
"25 Agt 2025
					16:43:38",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/241b6cf0fd_c484df1b1c.pdf,Efek Bersifat Ekuitas Dalam Pemantauan Khusus [],,,,,
"26 Agt 2025
					16:05:24",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/1a1e4fe1f4_6e9bccf3bb.pdf,Efek Bersifat Ekuitas Dalam Pemantauan Khusus [],,,,,
"26 Agt 2025
					16:09:23",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/7e39590b02_d9ddd04823.pdf,Pencabutan Efek Bersifat Ekuitas Dari Pemantauan Khusus [],,,,,
"26 Agt 2025
					16:09:54",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/0ae2e1c0c4_2d80d0a609.pdf,Perubahan Efek Bersifat Ekuitas Dalam Pemantauan Khusus [],,,,,
"27 Agt 2025
					19:19:33",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/da3f1842be_a677986921.pdf,Efek Bersifat Ekuitas Dalam Pemantauan Khusus [],,,,,
"28 Agt 2025
					15:51:53",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/21646339d8_3de7e230f1.pdf,Pencabutan Efek Bersifat Ekuitas Dari Pemantauan Khusus [],,,,,
"28 Agt 2025
					16:46:57",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/b2d99f207d_2ad0ff423d.pdf,Perubahan Efek Bersifat Ekuitas Dalam Pemantauan Khusus [],,,,,
"28 Agt 2025
					16:47:23",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/8c135c0ade_d893adb138.pdf,Efek Bersifat Ekuitas Dalam Pemantauan Khusus [],,,,,
"29 Agt 2025
					16:55:51",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202508/aeeea2cfb6_6c01711f19.pdf,Efek Bersifat Ekuitas Dalam Pemantauan Khusus [],,,,,
