text-small,attach-card href,f-m-20,f-m-20 2,d-iblock href,d-iblock,d-iblock href 2,d-iblock 2,d-iblock href 3,d-iblock 3,d-iblock href 4,d-iblock 4,d-iblock href 5,d-iblock 5
"10 Okt 2025
					19:04:12",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/1f2930e71f_a6b84057db.pdf,Laporan Bulanan Registrasi Pemegang Efek [],AADI,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/21de8dc593_c15fc34150.pdf,20251007_AADI_Laporan Bulanan Registrasi Pemegang Efek/Perubahan Struktur Pemegang Saham_31965104_lamp1.pdf,,,,,,,,
"10 Okt 2025
					20:26:45",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/a8ef915d44_58c5c39a5a.pdf,Laporan Bulanan Aktivitas Eksplorasi [],AADI,,,,,,,,,,
"31 Okt 2025
					19:19:17",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220172249-58414-0/FinancialStatement-2025-III-AADI.pdf,Penyampaian Laporan Keuangan Interim Yang Tidak Diaudit [],AADI,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220172249-58414-0/Director%20Statement%20AAI%2030%20September%202025.pdf,Director Statement AAI 30 September 2025.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220172249-58414-0/FinancialStatement-2025-III-AADI.xlsx,FinancialStatement-2025-III-AADI.xlsx,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220172249-58414-0/FS%20Adaro%20Andalan%20Indonesia%20Tbk%2030%20September%202025.pdf,FS Adaro Andalan Indonesia Tbk 30 September 2025.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220172249-58414-0/inlineXBRL.zip,inlineXBRL.zip,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220172249-58414-0/instance.zip,instance.zip
"06 Okt 2025
					16:56:56",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/0815041df8_3aa8fb4edb.pdf,Laporan Bulanan Registrasi Pemegang Efek [],ACES,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/44f4ef99e9_7a11c58ee4.pdf,20251006_ACES_Laporan Bulanan Registrasi Pemegang Efek/Perubahan Struktur Pemegang Saham_31964900_lamp1.pdf,,,,,,,,
"31 Okt 2025
					15:44:08",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220171938-58176-0/FinancialStatement-2025-III-ACES.pdf,Penyampaian Laporan Keuangan Interim Yang Tidak Diaudit [],ACES,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220171938-58176-0/Checklist%20LK%20AHI%203Q25.pdf,Checklist LK AHI 3Q25.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220171938-58176-0/Cover%20Letter%20LK%203Q25.pdf,Cover Letter LK 3Q25.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220171938-58176-0/FinancialStatement-2025-III-ACES.xlsx,FinancialStatement-2025-III-ACES.xlsx,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220171938-58176-0/inlineXBRL.zip,inlineXBRL.zip,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220171938-58176-0/instance.zip,instance.zip
"08 Okt 2025
					16:04:05",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/1ee0813d68_49b7103df1.pdf,Laporan Bulanan Registrasi Pemegang Efek [],ADMR,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/27ba098f40_d2136d32d4.pdf,20251006_ADMR_Laporan Bulanan Registrasi Pemegang Efek/Perubahan Struktur Pemegang Saham_31964876_lamp1.pdf,,,,,,,,
"08 Okt 2025
					16:04:48",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/2d3aa4118a_26dabafdc9.pdf,Laporan Bulanan Aktivitas Eksplorasi [],ADMR,,,,,,,,,,
"13 Okt 2025
					20:45:58",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/8b17f45f42_9c2db75453.pdf,Penjelasan atas Permintaan Penjelasan Bursa [],ADMR,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/c1fa174847_ed884e6bc3.pdf,20251013_ADMR_Tanggapan atas Permintaan Penjelasan Bursa_31967103_lamp1.pdf,,,,,,,,
"13 Okt 2025
					20:48:14",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/08cd5e549f_e076d7b0ed.pdf,Penjelasan atas Volatilitas Transaksi [],ADMR,,,,,,,,,,
"31 Okt 2025
					17:39:12",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220175057-58514-0/FinancialStatement-2025-III-ADMR.pdf,Penyampaian Laporan Keuangan Interim Yang Tidak Diaudit [],ADMR,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220175057-58514-0/ADMR%20-%20Directors%20Statement%2030%20Sep%202025.pdf,ADMR - Directors Statement 30 Sep 2025.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220175057-58514-0/ADMR%20-%20Kenaikan%20Aset%20%20Liabilitas%20September%202025.pdf,ADMR - Kenaikan Aset  Liabilitas September 2025.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220175057-58514-0/ADMR%20-%20Laporan%20Keuangan%20Konsolidasian%2030%20Sept%202025.pdf,ADMR - Laporan Keuangan Konsolidasian 30 Sept 2025.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220175057-58514-0/FinancialStatement-2025-III-ADMR.xlsx,FinancialStatement-2025-III-ADMR.xlsx,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220175057-58514-0/inlineXBRL.zip,inlineXBRL.zip
"08 Okt 2025
					16:05:13",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/4f062b5b4c_5bcba5ad8c.pdf,Laporan Bulanan Registrasi Pemegang Efek [],ADRO,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/a33ebf3806_755930b5ce.pdf,20251007_ADRO_Laporan Bulanan Registrasi Pemegang Efek/Perubahan Struktur Pemegang Saham_31965267_lamp1.pdf,,,,,,,,
"09 Okt 2025
					16:03:36",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/b3e9f77bda_71bc798ebb.pdf,Laporan Bulanan Aktivitas Eksplorasi [],ADRO,,,,,,,,,,
"14 Okt 2025
					21:19:52",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/7c8c2885e9_bb33465aa4.pdf,Penjelasan atas Pemberitaan Media Massa [],ADRO,,,,,,,,,,
"17 Okt 2025
					22:27:59",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/4d80ecf450_17be92eba5.pdf,Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka [],ADRO,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/5b10b9675c_4422436f4e.pdf,20251017_ADRO_Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka_31968069_lamp1.pdf,,,,,,,,
"31 Okt 2025
					16:28:15",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/20251031163955-58623-0/FinancialStatement-2025-III-ADRO.pdf,Penyampaian Laporan Keuangan Interim Yang Tidak Diaudit [],ADRO,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/20251031163955-58623-0/FinancialStatement-2025-III-ADRO.xlsx,FinancialStatement-2025-III-ADRO.xlsx,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/20251031163955-58623-0/FS%20AlamTri%200925.pdf,FS AlamTri 0925.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/20251031163955-58623-0/inlineXBRL.zip,inlineXBRL.zip,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/20251031163955-58623-0/instance.zip,instance.zip,,
"09 Okt 2025
					19:40:39",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/c8f0e56662_a357ae77b9.pdf,Laporan Bulanan Registrasi Pemegang Efek [],AKRA,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/e8c2a6caaa_fc3523efa4.pdf,20251009_AKRA_Laporan Bulanan Registrasi Pemegang Efek/Perubahan Struktur Pemegang Saham_31966455_lamp1.pdf,,,,,,,,
"23 Okt 2025
					10:17:50",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220173518-57818-0/FinancialStatement-2025-III-AKRA.pdf,Penyampaian Laporan Keuangan Interim Yang Tidak Diaudit [],AKRA,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220173518-57818-0/FinancialStatement-2025-III-AKRA.xlsx,FinancialStatement-2025-III-AKRA.xlsx,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220173518-57818-0/inlineXBRL.zip,inlineXBRL.zip,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220173518-57818-0/instance.zip,instance.zip,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220173518-57818-0/PT%20AKR%20Corporindo%20Tbk.%2030%20September%202025_release.pdf,PT AKR Corporindo Tbk. 30 September 2025_release.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220173518-57818-0/surat%20akra%20no.076.L.AKR.CS.2025.pdf,surat akra no.076.L.AKR.CS.2025.pdf
"27 Okt 2025
					17:23:50",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/e5128ceacc_99446f46cb.pdf,Penurunan Modal PT Jakarta Tank Terminal [],AKRA,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/f8641941dc_2b1106495e.pdf,20251027_AKRA_Laporan Informasi dan Fakta Material_31979925_lamp1.pdf,,,,,,,,
"28 Okt 2025
					13:36:32",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/9545445bb1_f844e90a7d.pdf,Peningkatan Modal PT Anugerah Krida Retailindo [],AKRA,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/fa78f231aa_15814c90a6.pdf,20251028_AKRA_Laporan Informasi dan Fakta Material_31980061_lamp1.pdf,,,,,,,,
"02 Okt 2025
					16:41:42",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/e240f234f7_8dbad87b1d.pdf,Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka [],AMMN,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/0a85d9c856_ca595f8bfb.pdf,20251002_AMMN_Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka_31953894_lamp1.pdf,,,,,,,,
"03 Okt 2025
					21:31:57",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/0ac3e50bb6_7e946ee3a3.pdf,Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka [],AMMN,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/6b67d3ff2b_ed63ead001.pdf,20251003_AMMN_Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka_31954189_lamp1.pdf,,,,,,,,
"10 Okt 2025
					16:01:42",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/2fa232cc25_724194f675.pdf,Laporan Bulanan Registrasi Pemegang Efek [],AMMN,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/60017be200_df65620908.pdf,20251008_AMMN_Laporan Bulanan Registrasi Pemegang Efek/Perubahan Struktur Pemegang Saham_31965863_lamp1.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/a1d063bff0_6e1a9f9353.pdf,20251008_AMMN_Laporan Bulanan Registrasi Pemegang Efek/Perubahan Struktur Pemegang Saham_31965863_lamp2.pdf,,,,,,
"10 Okt 2025
					16:24:12",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/83966e6953_c0f6ca947b.pdf,Laporan Bulanan Aktivitas Eksplorasi [],AMMN,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/72e8610ccd_44fc001c5f.pdf,20251010_AMMN_Laporan Bulanan Aktivitas Eksplorasi_31966635_lamp1.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/820af39753_56006d0364.pdf,20251010_AMMN_Laporan Bulanan Aktivitas Eksplorasi_31966635_lamp2.pdf,,,,,,
"20 Okt 2025
					16:30:23",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/66f2d7d993_6aa5e49f1b.pdf,Penjelasan atas Pemberitaan Media Massa [],AMMN,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/011e3cabea_f90f334388.pdf,20251020_AMMN_Tanggapan atas Permintaan Penjelasan Bursa_31978464_lamp1.pdf,,,,,,,,
"22 Okt 2025
					15:09:52",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/725bbb3200_24155e979a.pdf,Penjelasan atas Pemberitaan Media Massa (KOREKSI) [],AMMN,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/dbdd611b02_97bfdacb93.pdf,20251022_AMMN_Tanggapan atas Permintaan Penjelasan Bursa_31978996_lamp1.pdf,,,,,,,,
"27 Okt 2025
					16:17:49",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/f9fcb67207_3e270a2f45.pdf,Penjelasan atas Pemberitaan Media Massa [],AMMN,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/865fc0db8c_a9b5949fe4.pdf,20251027_AMMN_Tanggapan atas Permintaan Penjelasan Bursa_31979830_lamp1.pdf,,,,,,,,
"30 Okt 2025
					11:57:33",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220145603-57787-0/FinancialStatement-2025-III-AMMN.pdf,Penyampaian Laporan Keuangan Interim Yang Tidak Diaudit [],AMMN,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220145603-57787-0/AMMN%20-%20Penyampaian%20Laporan%20Keuangan%20Q325.pdf,AMMN - Penyampaian Laporan Keuangan Q325.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220145603-57787-0/FinancialStatement-2025-III-AMMN.xlsx,FinancialStatement-2025-III-AMMN.xlsx,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220145603-57787-0/FS%20PT%20AMMN%20Tbk%20-%2030%20September%202025.pdf,FS PT AMMN Tbk - 30 September 2025.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220145603-57787-0/inlineXBRL.zip,inlineXBRL.zip,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220145603-57787-0/instance.zip,instance.zip
"30 Okt 2025
					12:10:53",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/d95bec4dc8_067277fe7c.pdf,Hasil Kinerja 9M 2025 AMMAN [],AMMN,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/159f0a8da8_8949b75f52.pdf,20251030_AMMN_Laporan Informasi dan Fakta Material_31980692_lamp1.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/5d945f4bb1_6caccd074a.pdf,20251030_AMMN_Laporan Informasi dan Fakta Material_31980692_lamp2.pdf,,,,,,
"06 Okt 2025
					15:42:35",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/4a5e7410ab_a03e096efc.pdf,Laporan Kepemilikan Saham [],AMRT,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/562a59c8e1_a792384a59.pdf,20251006_AMRT_Pengumuman Bursa_31964671_lamp1.pdf,,,,,,,,
"07 Okt 2025
					09:56:10",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/b7669b765f_9cfe961f88.pdf,Laporan Bulanan Registrasi Pemegang Efek [],AMRT,,,,,,,,,,
"31 Okt 2025
					16:25:25",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220174730-58458-0/FinancialStatement-2025-III-AMRT.pdf,Penyampaian Laporan Keuangan Interim Yang Tidak Diaudit [],AMRT,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220174730-58458-0/022_OJK_Penyampaian%20Laporan%20Keuangan%20Q3%202025.pdf,022_OJK_Penyampaian Laporan Keuangan Q3 2025.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220174730-58458-0/AMRT%20LK%20Q3%202025.pdf,AMRT LK Q3 2025.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220174730-58458-0/FinancialStatement-2025-III-AMRT.xlsx,FinancialStatement-2025-III-AMRT.xlsx,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220174730-58458-0/inlineXBRL.zip,inlineXBRL.zip,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220174730-58458-0/instance.zip,instance.zip
"01 Okt 2025
					05:40:57",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/2b11cd5d9a_b33a5a55ec.pdf,Transaksi Afiliasi [],ANTM,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/0f96cb5c34_0ab8e29f02.pdf,20251001_ANTM_Informasi Transaksi Afiliasi_31953443_lamp1.pdf,,,,,,,,
"03 Okt 2025
					16:29:01",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/d96047f505_b3ad79e2de.pdf,Perubahan Corporate Secretary [],ANTM,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/ddc2e617a7_71157bd2c9.pdf,20251003_ANTM_Perubahan Corsec Komite Audit Alamat NPWP Internal Audit_31954321_lamp1.pdf,,,,,,,,
"07 Okt 2025
					20:34:47",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/5b03bb3ef7_46fa40cb25.pdf,Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka [],ANTM,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/88b4c9a030_64aa871fec.pdf,20251007_ANTM_Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka_31965557_lamp2.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/906d943f9c_fd777756b8.pdf,20251007_ANTM_Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka_31965557_lamp1.pdf,,,,,,
"08 Okt 2025
					09:28:43",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/f9e27db93d_e68b721ba8.pdf,Laporan Bulanan Registrasi Pemegang Efek [],ANTM,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/952e1912de_117e9d3551.pdf,20251008_ANTM_Laporan Bulanan Registrasi Pemegang Efek/Perubahan Struktur Pemegang Saham_31965617_lamp1.pdf,,,,,,,,
"10 Okt 2025
					15:53:36",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/d061d5921c_aa75164f60.pdf,Laporan Bulanan Aktivitas Eksplorasi [],ANTM,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/74677a5b20_b97ce0f8e4.pdf,20251010_ANTM_Laporan Bulanan Aktivitas Eksplorasi_31966768_lamp1.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/e890566a95_0680f81678.pdf,20251010_ANTM_Laporan Bulanan Aktivitas Eksplorasi_31966768_lamp2.pdf,,,,,,
"14 Okt 2025
					18:36:20",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/4336ecae71_b6a0c9e92c.pdf,Penjelasan atas Pemberitaan Media Massa [],ANTM,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/1ad4e26394_f738220d78.pdf,20251014_ANTM_Tanggapan atas Permintaan Penjelasan Bursa_31967452_lamp2.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/98d597a06e_cda24854bd.pdf,20251014_ANTM_Tanggapan atas Permintaan Penjelasan Bursa_31967452_lamp1.pdf,,,,,,
"20 Okt 2025
					20:12:34",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/fc2cdf093a_ad06b26def.pdf,Penyampaian Materi pada Acara Indonesia Day 2025 [],ANTM,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/1bac5c9492_f42f0262aa.pdf,20251020_ANTM_Laporan Informasi dan Fakta Material_31978574_lamp1.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/ac1415fce4_e70d8257f5.pdf,20251020_ANTM_Laporan Informasi dan Fakta Material_31978574_lamp2.pdf,,,,,,
"21 Okt 2025
					18:59:16",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/fa0c770e93_92b3d304e6.pdf,Penjelasan atas Pemberitaan Media Massa [],ANTM,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/ab5e9cdb22_4b49dab943.pdf,20251021_ANTM_Tanggapan atas Permintaan Penjelasan Bursa_31978847_lamp2.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/eef4bdae13_ba62871072.pdf,20251021_ANTM_Tanggapan atas Permintaan Penjelasan Bursa_31978847_lamp1.pdf,,,,,,
"27 Okt 2025
					21:33:48",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220145931-58011-0/FinancialStatement-2025-III-ANTM.pdf,Penyampaian Laporan Keuangan Interim Yang Tidak Diaudit [],ANTM,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220145931-58011-0/5101%20-%20OJK%20-%20Penyampaian%20Laporan%20Keuangan%203Q25.pdf,5101 - OJK - Penyampaian Laporan Keuangan 3Q25.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220145931-58011-0/5102%20-%20IDX-%20Penyampaian%20Laporan%20Keuangan%203Q25.pdf,5102 - IDX- Penyampaian Laporan Keuangan 3Q25.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220145931-58011-0/ANTAM%20FINAL%20FS%20Q3%202025.pdf,ANTAM FINAL FS Q3 2025.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220145931-58011-0/FinancialStatement-2025-III-ANTM.xlsx,FinancialStatement-2025-III-ANTM.xlsx,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220145931-58011-0/inlineXBRL.zip,inlineXBRL.zip
